timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,type,source,city,dew,h,p,pm25,t,w,pollutant,min,max,r
2026-05-10 21:00:00,4.0,578.62,0.0,5.93,105.8,9.48,74.26,98.08,72.1,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-10 22:00:00,4.0,561.58,0.0,5.02,105.25,9.65,74.73,97.61,70.94,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-10 23:00:00,5.0,540.73,0.0,4.23,106.53,9.47,75.79,98.58,69.57,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 00:00:00,5.0,511.65,0.0,3.53,110.0,9.36,77.13,101.24,67.83,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 01:00:00,5.0,505.8,0.0,3.58,114.82,9.89,78.03,105.46,58.6,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 02:00:00,5.0,500.68,0.05,4.05,119.49,11.21,81.01,109.39,53.15,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 03:00:00,5.0,502.15,0.21,4.55,128.8,12.9,84.99,114.01,47.08,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 04:00:00,5.0,463.09,0.26,3.58,154.21,13.11,81.19,110.19,37.02,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 05:00:00,4.0,437.91,0.23,2.71,171.34,12.59,74.92,103.4,33.43,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 06:00:00,5.0,423.46,0.2,2.3,184.65,12.35,74.2,102.35,32.16,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 07:00:00,5.0,352.44,0.14,1.53,181.06,9.23,64.94,99.37,24.53,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 08:00:00,4.0,307.71,0.11,1.26,171.48,7.26,59.03,98.04,20.25,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 09:00:00,4.0,296.5,0.1,1.3,169.16,6.8,58.05,98.16,19.37,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 10:00:00,4.0,300.97,0.09,1.5,171.53,6.86,59.13,99.45,19.9,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 11:00:00,4.0,305.69,0.09,1.73,171.94,6.67,59.17,98.61,20.58,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 12:00:00,4.0,312.75,0.07,2.11,171.69,6.41,58.7,96.42,21.41,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 13:00:00,4.0,336.08,0.03,3.2,168.75,6.53,59.32,93.62,24.21,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 14:00:00,4.0,376.3,0.0,4.42,165.29,6.97,61.85,92.87,28.98,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 15:00:00,4.0,413.2,0.0,4.82,161.96,7.23,63.88,92.85,33.32,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 16:00:00,5.0,446.85,0.0,5.11,155.82,7.17,0.0,0.0,38.15,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 17:00:00,4.0,489.57,0.0,5.56,147.34,7.07,67.22,93.13,44.22,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 18:00:00,5.0,528.98,0.0,5.92,138.25,6.9,0.0,0.0,49.76,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 19:00:00,4.0,550.08,0.0,5.87,128.42,6.56,69.58,92.44,53.62,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 20:00:00,4.0,565.9,0.0,5.5,120.68,6.19,69.88,91.0,57.24,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 21:00:00,4.0,578.37,0.0,5.08,113.88,5.77,69.91,89.52,60.79,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 22:00:00,5.222,588.5,0.0,4.79,106.91,5.3,0.0,0.0,63.44,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-11 23:00:00,4.0,610.4,0.0,4.74,101.31,4.98,70.53,87.88,65.79,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 00:00:00,4.0,642.53,0.0,4.89,97.0,4.87,73.67,90.44,67.72,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 01:00:00,4.0,623.46,0.01,5.27,93.68,5.16,74.52,90.97,68.14,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 02:00:00,5.0,644.39,0.12,6.12,93.72,5.94,76.27,93.05,67.83,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 03:00:00,5.0,653.83,0.42,6.62,102.32,7.73,78.36,95.94,67.55,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 04:00:00,5.0,613.36,0.46,5.37,134.42,13.0,87.67,107.56,62.45,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 05:00:00,5.0,571.28,0.36,4.07,165.94,17.01,95.82,117.51,54.78,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 06:00:00,5.0,536.79,0.26,3.08,191.47,18.65,99.74,122.32,50.22,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 07:00:00,5.0,377.99,0.14,1.7,180.76,12.09,76.93,111.61,29.87,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 08:00:00,4.0,284.84,0.1,1.21,161.27,7.62,57.96,96.24,19.58,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 09:00:00,4.0,255.99,0.08,1.17,153.96,6.22,50.98,88.31,16.81,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 10:00:00,4.0,248.06,0.07,1.29,151.66,5.62,48.19,84.94,16.13,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 11:00:00,4.0,250.87,0.07,1.56,149.81,5.5,47.5,83.43,16.66,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 12:00:00,4.0,258.24,0.05,2.0,148.33,5.68,47.36,82.47,17.47,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 13:00:00,4.0,289.18,0.03,3.72,144.79,6.36,48.76,83.12,20.59,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 14:00:00,4.0,341.03,0.0,6.03,140.07,7.34,51.48,85.08,25.97,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 15:00:00,4.0,389.77,0.0,7.3,135.63,8.16,53.77,86.43,31.94,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 16:00:00,4.0,413.6,0.0,7.4,129.3,8.4,54.09,85.04,37.61,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 17:00:00,4.0,432.37,0.0,7.21,124.04,8.66,54.89,84.56,42.95,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 18:00:00,4.0,443.62,0.0,6.95,119.33,9.05,55.69,83.82,47.39,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 19:00:00,4.0,431.0,0.0,6.06,115.17,9.31,55.66,82.21,49.85,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 20:00:00,4.0,432.55,0.0,5.57,110.32,9.26,56.82,82.15,53.28,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 21:00:00,4.0,440.1,0.0,5.19,105.67,8.83,58.49,83.06,56.78,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 22:00:00,4.0,450.7,0.0,4.9,101.03,8.07,59.94,83.89,59.19,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-12 23:00:00,4.0,465.72,0.0,4.75,97.63,7.33,61.51,85.05,60.9,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 00:00:00,4.0,480.23,0.0,4.66,95.46,6.74,63.69,86.99,61.19,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 01:00:00,4.0,485.45,0.0,4.73,93.53,6.35,64.79,87.84,59.52,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 02:00:00,4.0,496.54,0.11,5.4,92.28,6.39,65.42,89.96,58.27,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 03:00:00,4.0,502.77,0.4,5.74,98.86,7.25,68.61,97.19,56.05,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 04:00:00,5.0,478.17,0.45,4.69,125.26,10.5,79.21,116.26,49.17,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 05:00:00,5.0,467.27,0.38,3.8,149.65,12.42,85.9,127.19,45.6,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 06:00:00,5.0,458.46,0.29,3.14,173.91,13.74,94.14,137.61,42.85,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 07:00:00,4.0,323.19,0.16,1.72,173.05,10.41,72.26,122.09,23.81,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 08:00:00,4.0,251.67,0.11,1.21,160.4,7.17,55.07,102.3,15.56,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 09:00:00,4.0,228.79,0.09,1.13,154.78,5.91,48.65,93.31,13.38,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 10:00:00,4.0,225.34,0.09,1.25,153.79,5.4,46.37,89.43,13.16,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 11:00:00,4.0,234.13,0.09,1.6,153.13,5.36,45.67,86.11,14.3,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 12:00:00,4.0,251.01,0.07,2.24,153.17,5.65,45.29,82.29,15.94,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 13:00:00,4.0,287.76,0.04,3.81,151.5,6.4,46.43,79.68,19.7,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 14:00:00,4.0,345.47,0.0,5.78,148.72,7.32,48.73,79.03,25.44,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 15:00:00,4.0,398.72,0.0,6.78,145.72,7.79,49.24,76.57,30.87,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 16:00:00,3.0,448.29,0.0,7.8,134.54,7.78,48.32,71.85,37.44,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 17:00:00,3.0,505.42,0.0,8.76,122.67,7.52,48.62,69.58,43.64,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 18:00:00,3.0,542.93,0.0,8.92,114.02,7.02,48.49,67.71,46.83,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 19:00:00,3.0,550.64,0.0,8.49,104.67,6.2,47.27,64.03,46.67,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 20:00:00,3.0,563.99,0.0,8.29,95.3,5.34,47.04,62.44,48.77,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 21:00:00,3.0,590.42,0.0,8.49,85.51,4.62,47.85,63.44,53.71,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 22:00:00,4.0,634.69,0.0,9.25,75.09,3.85,50.58,67.45,59.36,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-13 23:00:00,4.0,688.17,0.0,10.07,65.57,3.25,54.4,72.59,62.88,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 00:00:00,4.0,742.19,0.0,10.99,57.8,2.89,58.62,77.94,64.79,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 01:00:00,4.0,796.89,0.02,12.1,50.72,2.75,61.8,82.2,64.87,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 02:00:00,4.0,863.4,0.79,13.04,46.84,2.88,63.32,85.57,63.7,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 03:00:00,4.0,919.46,2.1,12.86,57.28,3.26,65.72,90.07,62.19,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 04:00:00,4.0,757.64,1.0,8.3,117.62,6.62,71.3,97.0,52.11,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 05:00:00,5.0,700.63,0.56,5.8,154.2,7.69,77.26,104.47,48.13,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 06:00:00,5.0,659.57,0.35,4.26,181.25,8.0,82.56,110.59,45.98,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 07:00:00,5.0,496.28,0.21,2.8,193.86,7.88,67.28,95.17,31.93,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 08:00:00,5.0,410.98,0.16,2.15,188.58,6.06,57.42,83.77,24.95,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 09:00:00,5.0,361.44,0.13,1.83,183.29,5.0,51.36,77.94,21.18,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 10:00:00,4.0,306.06,0.1,1.68,174.92,4.34,44.74,72.36,17.3,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 11:00:00,4.0,307.06,0.08,2.29,169.67,4.77,44.71,72.22,17.96,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 12:00:00,4.0,332.29,0.04,3.38,168.55,5.84,47.02,72.32,19.46,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 13:00:00,4.0,376.26,0.02,4.97,167.81,7.82,49.71,70.77,21.31,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 14:00:00,4.0,432.44,0.0,6.34,166.6,9.19,52.63,70.07,24.03,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 15:00:00,4.0,486.59,0.0,6.62,165.81,9.56,55.07,69.21,26.84,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 16:00:00,4.0,514.11,0.0,6.5,158.21,8.6,54.29,66.24,29.93,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 17:00:00,4.0,537.16,0.0,6.55,150.53,7.49,52.84,64.62,34.63,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 18:00:00,4.0,536.41,0.0,6.38,141.74,6.25,49.86,61.55,37.97,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 19:00:00,3.0,529.9,0.0,6.45,129.34,4.92,46.95,58.5,41.91,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 20:00:00,3.0,532.17,0.0,6.74,114.4,3.89,45.53,57.37,46.87,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 21:00:00,3.0,546.53,0.0,7.11,102.12,3.41,45.42,58.28,52.09,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 22:00:00,3.0,578.78,0.0,7.82,90.0,3.1,47.7,61.93,58.08,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 23:00:00,4.0,623.46,0.0,8.55,76.84,2.56,51.07,66.43,60.09,history,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 23:00:00,4.0,623.46,0.0,8.55,76.84,2.56,51.07,66.43,60.09,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-14 23:53:15,4.0,676.58,0.0,9.34,65.09,2.11,55.13,71.45,61.17,current,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 00:00:00,4.0,676.58,0.0,9.34,65.09,2.11,55.13,71.45,61.17,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 01:00:00,4.0,733.79,0.02,10.29,54.33,1.87,58.83,75.99,61.11,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 02:00:00,4.0,808.02,0.75,11.01,48.88,2.14,62.11,81.11,59.14,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 03:00:00,4.0,869.82,1.78,11.06,62.33,2.9,66.4,87.28,55.75,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 04:00:00,4.0,626.41,0.63,5.59,133.19,6.59,56.07,75.9,38.28,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 05:00:00,4.0,571.31,0.39,3.69,162.3,7.09,56.17,75.8,34.78,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 06:00:00,5.0,555.03,0.29,2.92,184.92,7.28,63.47,83.33,32.83,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 07:00:00,4.0,325.22,0.14,1.25,174.35,5.16,38.67,56.09,14.86,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 08:00:00,4.0,253.9,0.1,0.83,158.12,3.05,30.33,48.71,10.34,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 09:00:00,4.0,231.26,0.09,0.78,151.0,2.41,28.43,48.16,9.24,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 10:00:00,4.0,223.65,0.09,0.88,148.44,2.15,28.16,49.36,9.09,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 11:00:00,4.0,224.78,0.08,1.25,146.28,2.28,28.57,50.79,9.63,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 12:00:00,4.0,233.16,0.06,1.99,144.87,2.87,29.31,52.3,10.54,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 13:00:00,4.0,264.4,0.02,3.53,143.18,5.02,30.58,52.03,13.69,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 14:00:00,4.0,312.69,0.0,4.83,143.66,8.15,32.28,48.6,16.41,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 15:00:00,4.0,358.47,0.0,4.89,156.27,9.75,34.25,44.3,14.18,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 16:00:00,4.0,364.62,0.0,3.92,165.92,7.16,33.44,39.33,9.87,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 17:00:00,4.0,363.37,0.0,3.31,166.57,4.74,31.83,36.58,11.98,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 18:00:00,4.0,354.25,0.0,3.1,157.83,3.61,29.54,33.68,14.2,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 19:00:00,4.0,362.65,0.0,3.76,144.4,3.26,28.92,33.19,22.53,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 20:00:00,3.0,375.94,0.0,4.42,127.26,2.91,29.27,34.22,33.4,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 21:00:00,3.0,392.12,0.0,4.89,113.94,2.68,30.17,36.27,42.62,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 22:00:00,3.0,416.33,0.0,5.49,103.95,2.58,31.62,39.2,51.24,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-15 23:00:00,3.0,447.29,0.0,6.0,93.59,2.31,33.5,42.36,51.89,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 00:00:00,3.0,482.69,0.0,6.55,84.25,2.03,35.6,45.43,49.93,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 01:00:00,3.0,513.8,0.01,6.94,77.8,2.01,37.35,47.78,45.05,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 02:00:00,3.0,553.65,0.38,7.35,74.64,2.25,38.56,50.21,42.11,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 03:00:00,3.0,578.37,0.92,6.9,84.35,2.89,40.04,52.99,38.58,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 04:00:00,3.0,515.0,0.55,4.3,123.23,4.79,39.89,53.18,28.46,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 05:00:00,4.0,500.05,0.35,2.92,146.31,5.19,44.46,57.96,26.24,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 06:00:00,4.0,474.46,0.24,2.15,164.81,5.56,49.98,63.5,23.64,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 07:00:00,4.0,325.83,0.13,1.15,166.86,5.57,38.2,51.33,12.18,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 08:00:00,4.0,274.54,0.1,0.86,158.65,4.22,34.19,47.52,9.24,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 09:00:00,4.0,263.74,0.1,0.82,156.19,3.68,34.39,48.6,9.08,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 10:00:00,4.0,259.36,0.09,0.86,155.67,3.35,35.02,50.93,9.33,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 11:00:00,4.0,254.08,0.09,0.98,153.08,3.14,35.14,53.31,9.8,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 12:00:00,4.0,252.4,0.08,1.25,150.35,3.03,35.17,55.19,10.48,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 13:00:00,3.0,289.73,0.08,3.47,137.33,3.1,36.64,57.54,18.91,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 14:00:00,3.0,356.07,0.01,6.38,122.02,3.39,39.5,60.58,32.6,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 15:00:00,3.0,415.59,0.0,7.91,114.3,3.8,42.51,63.66,45.8,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 16:00:00,3.0,455.22,0.0,8.57,110.54,4.21,44.46,64.77,57.91,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 17:00:00,3.0,486.35,0.0,8.79,109.78,4.59,46.81,66.57,67.08,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 18:00:00,3.0,507.47,0.0,8.84,109.61,4.82,49.43,68.67,73.54,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 19:00:00,4.0,508.8,0.0,8.41,105.64,4.56,50.81,68.8,72.58,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 20:00:00,4.0,508.21,0.0,7.76,98.95,3.98,51.03,67.84,64.72,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 21:00:00,4.0,516.2,0.0,7.23,94.06,3.63,50.58,66.66,59.33,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 22:00:00,4.0,533.56,0.0,7.09,88.39,3.45,51.11,67.05,56.84,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-16 23:00:00,4.0,560.17,0.0,7.35,79.12,3.05,52.63,69.19,57.74,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 00:00:00,4.0,585.69,0.0,7.77,69.99,2.66,54.05,71.76,60.36,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 01:00:00,4.0,603.61,0.01,8.25,62.2,2.44,54.3,73.53,62.16,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 02:00:00,4.0,633.39,0.42,8.81,59.07,2.65,54.76,76.44,59.64,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 03:00:00,4.0,666.13,1.15,8.95,70.99,3.26,56.99,81.47,55.6,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 04:00:00,4.0,552.84,0.66,5.54,121.13,5.77,55.58,82.78,38.32,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 05:00:00,4.0,521.26,0.43,3.89,148.71,6.3,60.86,89.21,33.87,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 06:00:00,4.0,503.53,0.31,3.03,172.98,6.6,69.31,98.67,31.58,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 07:00:00,4.0,256.81,0.12,1.04,153.17,5.78,42.37,84.95,11.12,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 08:00:00,3.0,198.35,0.09,0.67,138.13,4.18,36.48,85.06,7.82,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 09:00:00,3.0,185.73,0.08,0.63,134.23,3.57,35.49,85.28,7.32,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 10:00:00,3.0,185.29,0.08,0.71,133.83,3.28,35.93,86.34,7.83,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 11:00:00,3.0,192.47,0.1,0.95,133.6,3.22,37.16,87.46,9.32,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 12:00:00,3.0,201.01,0.1,1.35,132.57,3.25,38.12,88.19,10.8,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 13:00:00,3.0,248.26,0.12,3.97,119.48,3.35,40.13,87.83,19.13,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 14:00:00,3.0,328.44,0.02,7.76,100.36,3.49,43.42,89.52,30.57,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 15:00:00,3.0,401.74,0.0,10.01,87.18,3.6,46.85,93.43,39.15,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 16:00:00,3.0,451.86,0.0,11.18,78.05,3.56,49.28,96.49,45.27,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 17:00:00,4.0,496.3,0.0,11.95,71.17,3.5,51.88,100.3,49.8,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 18:00:00,4.0,537.73,0.0,12.76,64.45,3.37,54.23,103.53,53.57,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 19:00:00,4.0,556.92,0.0,13.05,58.32,3.08,55.08,104.07,56.43,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 20:00:00,4.0,572.65,0.0,12.92,54.47,2.91,56.15,105.34,59.85,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 21:00:00,4.0,585.27,0.0,12.52,52.13,2.85,57.38,106.83,63.3,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 22:00:00,4.0,591.48,0.0,12.08,50.68,2.87,58.53,107.97,66.4,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-17 23:00:00,4.0,600.7,0.0,11.87,49.06,2.89,59.47,109.02,69.41,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 00:00:00,4.0,611.96,0.0,12.02,46.12,2.82,60.06,109.33,72.27,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 01:00:00,4.0,627.23,0.04,12.5,41.32,2.72,59.73,108.44,73.37,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 02:00:00,4.0,668.37,1.07,12.62,39.56,2.85,59.59,109.8,71.09,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 03:00:00,4.0,711.22,2.55,12.17,50.18,3.09,60.6,113.95,64.6,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 04:00:00,4.0,471.44,0.94,6.28,100.0,5.22,54.16,121.54,36.74,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 05:00:00,4.0,414.27,0.54,4.15,127.09,6.13,61.42,131.34,31.51,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 06:00:00,4.0,386.29,0.36,3.08,150.03,6.85,72.35,141.89,29.47,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 07:00:00,4.0,255.79,0.2,1.65,150.28,8.24,57.2,121.96,17.35,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 08:00:00,4.0,211.61,0.14,1.18,147.24,7.54,50.57,110.73,13.4,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 09:00:00,4.0,194.82,0.12,1.04,145.7,6.71,47.12,104.41,11.94,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 10:00:00,4.0,190.29,0.14,1.24,142.51,5.86,44.17,98.91,12.25,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 11:00:00,3.0,197.76,0.18,1.81,137.69,5.19,42.36,94.23,14.39,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 12:00:00,3.0,208.41,0.2,2.72,131.67,4.7,40.29,90.08,16.27,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 13:00:00,3.0,258.72,0.19,5.84,116.4,4.48,39.84,87.19,23.01,forecast,OpenWeather,Lahore,,,,,,,,,,
2026-05-18 14:00:00,3.0,339.48,0.03,9.91,96.88,4.54,40.58,86.61,31.9,forecast,OpenWeather,Lahore,,,,,,,,,,
